scale,instance,instance_id,source,max_direct_tasks,b0_status,b0_objective,b0_wall,b3_status,b3_exact_status,b3_scope,pricing_state,b3_lb,b3_ub,b3_gap,objective_diff_vs_b0,objective_match_tolerance,node_count,open_node_count,incomplete_node_count,expanded_node_count,closed_node_count,root_node_status,root_integral,tree_closed,uses_true_dual_bpc_certificate,b3_wall,issues,note
30,instance_010_logical_graph.json,lunar_ice_sp50_030_010_seed929010,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.002097,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.2e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_011_logical_graph.json,lunar_ice_sp50_030_011_seed929011,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.002261,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,0.000271,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_012_logical_graph.json,lunar_ice_sp50_030_012_seed929012,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.00162,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.2e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_013_logical_graph.json,lunar_ice_sp50_030_013_seed929013,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.001999,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.1e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_014_logical_graph.json,lunar_ice_sp50_030_014_seed929014,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.001729,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.1e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_015_logical_graph.json,lunar_ice_sp50_030_015_seed929015,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.001935,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.3e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_016_logical_graph.json,lunar_ice_sp50_030_016_seed929016,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.001883,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.2e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_017_logical_graph.json,lunar_ice_sp50_030_017_seed929017,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.001596,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.2e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_018_logical_graph.json,lunar_ice_sp50_030_018_seed929018,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.001617,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.1e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_019_logical_graph.json,lunar_ice_sp50_030_019_seed929019,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.001764,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.1e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
30,instance_020_logical_graph.json,lunar_ice_sp50_030_020_seed929020,fresh_30_fail_closed,20,SKIPPED_TOO_LARGE_FOR_DIRECT_DP_BASELINE,,0.001646,BPC_INCOMPLETE_PRICING,NOT_SOLVED,FEASIBLE_INCUMBENT_ONLY,INCOMPLETE_LIMIT,,,,,False,0,0,0,0,0,,,False,False,2.1e-05,task_count_exceeds_exhaustive_pricing_limit,task_count=30 exceeds max_direct_tasks=20; B3 fails closed.
