timestamp_utc,scale,instance_id,attempt,root_pid,tree_rss_kb,mem_available_kb,swap_free_kb,swap_total_kb,disk_free_bytes
2026-07-22T04:21:53.138518+00:00,30,instance_009_logical_graph,1,2319437,1821304,11512968,4191976,4194304,881509658624
2026-07-22T04:23:00.373601+00:00,30,instance_009_logical_graph,1,2319437,1821308,11509996,4191976,4194304,881509621760
2026-07-22T04:24:07.593304+00:00,30,instance_009_logical_graph,1,2319437,1821308,11515836,4191976,4194304,881509597184
2026-07-22T04:24:31.224901+00:00,30,instance_009_logical_graph,1,2319437,0,13290808,4191976,4194304,881506770944
2026-07-22T04:24:31.550789+00:00,30,instance_010_logical_graph,1,2611567,6180,13291504,4191976,4194304,881506754560
2026-07-22T04:25:38.781115+00:00,30,instance_010_logical_graph,1,2611567,1948672,11392576,4191976,4194304,881506672640
2026-07-22T04:26:45.993905+00:00,30,instance_010_logical_graph,1,2611567,1968684,11377148,4191976,4194304,881508847616
2026-07-22T04:27:49.610736+00:00,30,instance_010_logical_graph,1,2611567,2165020,11173308,4191976,4194304,881506697216
2026-07-22T04:28:56.826481+00:00,30,instance_010_logical_graph,1,2611567,2201972,11137296,4191976,4194304,881506664448
2026-07-22T04:30:04.037501+00:00,30,instance_010_logical_graph,1,2611567,2146596,11190208,4191976,4194304,881489072128
2026-07-22T04:30:08.039727+00:00,30,instance_010_logical_graph,1,2611567,0,13292596,4191976,4194304,881488691200
2026-07-22T04:30:08.361074+00:00,30,instance_011_logical_graph,1,2699590,6408,13289744,4191976,4194304,881488678912
2026-07-22T04:31:15.593061+00:00,30,instance_011_logical_graph,1,2699590,2009384,11334280,4191976,4194304,881488613376
2026-07-22T04:32:21.837288+00:00,30,instance_011_logical_graph,1,2699590,0,13295076,4191976,4194304,881475915776
2026-07-22T04:32:22.159268+00:00,30,instance_012_logical_graph,1,2733927,6244,13295680,4191976,4194304,881475903488
2026-07-22T04:33:29.314906+00:00,30,instance_012_logical_graph,1,2733927,1943188,11400524,4191976,4194304,881475829760
2026-07-22T04:34:36.548146+00:00,30,instance_012_logical_graph,1,2733927,2006388,11334028,4191976,4194304,881475801088
2026-07-22T04:35:40.171460+00:00,30,instance_012_logical_graph,1,2733927,2331696,11005504,4191976,4194304,881475768320
2026-07-22T04:36:47.378810+00:00,30,instance_012_logical_graph,1,2733927,2331696,11015044,4191976,4194304,881475731456
2026-07-22T04:37:54.562355+00:00,30,instance_012_logical_graph,1,2733927,2331696,11022220,4191976,4194304,881475710976
2026-07-22T04:39:01.810447+00:00,30,instance_012_logical_graph,1,2733927,1966352,11377940,4191976,4194304,881459458048
2026-07-22T04:40:09.026920+00:00,30,instance_012_logical_graph,1,2733927,1957648,11390080,4191976,4194304,881459429376
2026-07-22T04:41:16.259754+00:00,30,instance_012_logical_graph,1,2733927,1959688,11380724,4191976,4194304,881459388416
2026-07-22T04:42:19.856761+00:00,30,instance_012_logical_graph,1,2733927,1959688,11387640,4191976,4194304,881459367936
2026-07-22T04:43:28.802989+00:00,30,instance_012_logical_graph,1,2733927,2854200,10489796,4191976,4194304,881459335168
2026-07-22T04:44:36.015940+00:00,30,instance_012_logical_graph,1,2733927,2528516,10814712,4191976,4194304,881459306496
2026-07-22T04:45:43.255758+00:00,30,instance_012_logical_graph,1,2733927,1952584,11392444,4191976,4194304,881459265536
2026-07-22T04:46:46.814673+00:00,30,instance_012_logical_graph,1,2733927,1955612,11389716,4191976,4194304,881459245056
2026-07-22T04:47:54.022975+00:00,30,instance_012_logical_graph,1,2733927,1955612,11386372,4191976,4194304,881459208192
2026-07-22T04:49:01.235174+00:00,30,instance_012_logical_graph,1,2733927,2027032,11316900,4191976,4194304,881459179520
2026-07-22T04:50:08.469144+00:00,30,instance_012_logical_graph,1,2733927,2027032,11317916,4191976,4194304,881459142656
2026-07-22T04:51:15.726343+00:00,30,instance_012_logical_graph,1,2733927,2027032,11316592,4191976,4194304,881459122176
2026-07-22T04:52:20.892549+00:00,30,instance_012_logical_graph,1,2733927,0,13302864,4191976,4194304,881458049024
2026-07-22T04:52:21.228045+00:00,30,instance_013_logical_graph,1,3036921,6288,13301764,4191976,4194304,881458032640
2026-07-22T04:53:24.852828+00:00,30,instance_013_logical_graph,1,3036921,1379752,11965892,4191976,4194304,881457971200
2026-07-22T04:54:32.098971+00:00,30,instance_013_logical_graph,1,3036921,2007012,11341100,4191976,4194304,881457934336
2026-07-22T04:55:39.315972+00:00,30,instance_013_logical_graph,1,3036921,2080660,11258208,4191976,4194304,881457917952
2026-07-22T04:56:46.499647+00:00,30,instance_013_logical_graph,1,3036921,2080660,11257388,4191976,4194304,881457876992
