slot_id,scale,instance_key,backend_id,terminal_class,status,returncode,cold_start_total_sec,root_cg_sec,tree_sec,exact,safety_pass,objective,reference_frozen_objective,objective_match_frozen,algorithm_status,exact_status,row_budget_exhausted,peak_process_tree_rss_gb,minimum_available_memory_gb,launcher_termination_reason,engine_build_hash,instance_content_hash,service_timing_policy_id,run_dir
s020_instance_003,20,instance_003,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.997422,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_004,20,instance_004,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.708824,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_005,20,instance_005,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.740739,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_006,20,instance_006,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,2.124135,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_007,20,instance_007,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,2.080029,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_008,20,instance_008,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.83381,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_009,20,instance_009,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,2.010442,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_010,20,instance_010,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.89956,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_011,20,instance_011,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.885426,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_012,20,instance_012,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.661824,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_013,20,instance_013,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.79125,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_014,20,instance_014,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.904999,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_015,20,instance_015,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.863358,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_016,20,instance_016,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.928871,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_017,20,instance_017,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.858598,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_018,20,instance_018,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.588337,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_019,20,instance_019,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.745797,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s020_instance_020,20,instance_020,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,2.000511,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_001,30,instance_001,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.811236,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_002,30,instance_002,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.816959,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_003,30,instance_003,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.755127,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_004,30,instance_004,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.781038,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_005,30,instance_005,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.856162,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_006,30,instance_006,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.832315,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_007,30,instance_007,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.533446,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_008,30,instance_008,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.68884,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_009,30,instance_009,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.756129,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_010,30,instance_010,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.830277,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_011,30,instance_011,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.693748,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_012,30,instance_012,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.688061,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_013,30,instance_013,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.694299,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_014,30,instance_014,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.731123,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_015,30,instance_015,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.808614,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_016,30,instance_016,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.864921,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_017,30,instance_017,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.696362,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_018,30,instance_018,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.717238,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_019,30,instance_019,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,1.926526,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s030_instance_020,30,instance_020,native_rcspp_inprocess,DRY_RUN,DRY_RUN,0,,,,False,True,,2.017063,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_001,50,instance_001,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_002,50,instance_002,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_003,50,instance_003,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_004,50,instance_004,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_005,50,instance_005,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_006,50,instance_006,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_007,50,instance_007,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_008,50,instance_008,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_009,50,instance_009,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_010,50,instance_010,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_011,50,instance_011,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_012,50,instance_012,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_013,50,instance_013,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_014,50,instance_014,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_015,50,instance_015,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_016,50,instance_016,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_017,50,instance_017,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_018,50,instance_018,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_019,50,instance_019,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s050_instance_020,50,instance_020,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_001,100,instance_001,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_002,100,instance_002,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_003,100,instance_003,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_004,100,instance_004,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_005,100,instance_005,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_006,100,instance_006,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_007,100,instance_007,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_008,100,instance_008,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_009,100,instance_009,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_010,100,instance_010,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_011,100,instance_011,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_012,100,instance_012,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_013,100,instance_013,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_014,100,instance_014,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_015,100,instance_015,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_016,100,instance_016,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_017,100,instance_017,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_018,100,instance_018,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_019,100,instance_019,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
s100_instance_020,100,instance_020,native_rcspp_host,DRY_RUN,DRY_RUN,0,,,,False,True,,,,,,,,,,,,no_task_wait_base_departure_shift_v1,
